CTUID,Geography,Total - Family characteristics of adults (restricted to persons aged 15 and over),  Adults living in census families,    Married spouses and common-law partners,      Without children in their census family,      With children in their census family,    Lone parents (in lone-parent census families),"    Children in census families (as in sons, daughters or grandchildren)",  Adults not living in census families,    Living with other relatives,    Living with non-relatives only,    Living alone
5350363.02,0363.02 (5350363.02)   00000 (  2.8%),2800,2390,1485,590,895,190,715,415,120,90,200
5350363.04,0363.04 (5350363.04)   00000 (  2.6%),3105,2680,1600,510,1090,215,860,425,175,100,145
5350363.05,0363.05 (5350363.05)   00100 (  3.3%),3565,2615,1400,390,1010,450,765,950,130,390,430
5350363.06,0363.06 (5350363.06)   00000 (  3.7%),6290,4485,3170,1615,1560,500,820,1805,265,470,1070
5350363.07,0363.07 (5350363.07)   00100 (  5.0%),4240,3160,1940,565,1380,330,885,1085,120,365,595
5350364.01,0364.01 (5350364.01)   00000 (  5.5%),4810,3955,2470,950,1515,340,1155,850,205,225,420
5350364.02,0364.02 (5350364.02)   00000 (  5.9%),2460,2055,1345,500,845,150,560,405,115,135,155
5350365.00,0365.00 (5350365.00)   00000 (  2.5%),5430,4530,2825,865,1955,335,1365,905,290,345,265
5350366.00,0366.00 (5350366.00)   00000 (  2.8%),5100,4255,2575,895,1680,450,1225,850,215,235,395
5350367.01,0367.01 (5350367.01)   00000 (  2.5%),3755,3140,2020,540,1485,230,895,620,175,295,145
5350367.02,0367.02 (5350367.02)   00000 (  1.8%),3025,2515,1640,650,990,200,675,510,110,190,215
5350368.01,0368.01 (5350368.01)   00100 (  3.7%),6270,3775,2825,1755,1070,350,610,2495,255,780,1460
5350368.02,0368.02 (5350368.02)   00000 (  5.2%),3285,2635,1755,755,1000,190,690,650,125,155,370
5350369.00,0369.00 (5350369.00)   00000 (  2.0%),6300,5430,3360,1065,2295,460,1610,870,275,220,380
5350370.01,0370.01 (5350370.01)   00000 (  3.8%),7945,6295,4005,1405,2600,705,1590,1645,335,295,1015
5350370.02,0370.02 (5350370.02)   00000 (  4.7%),4420,3630,2310,755,1555,325,990,795,200,250,345
5350370.03,0370.03 (5350370.03)   00000 (  2.3%),3415,2855,1700,555,1150,290,870,555,130,170,260
5350371.00,0371.00 (5350371.00)   00000 (  5.5%),6235,5120,3270,1260,2015,420,1425,1120,280,290,550
5350372.00,0372.00 (5350372.00)   00000 (  2.6%),3735,3130,2000,730,1275,220,905,600,190,175,235
5350373.00,0373.00 (5350373.00)   00000 (  3.3%),4070,3140,1955,765,1190,340,850,925,180,285,465
5350374.01,0374.01 (5350374.01)   00000 (  2.2%),4150,3505,2245,760,1485,290,970,645,165,200,280
5350374.02,0374.02 (5350374.02)   00000 (  2.2%),2825,2405,1545,640,900,185,680,415,125,140,155
5350374.03,0374.03 (5350374.03)   00000 (  2.4%),3675,2720,1725,755,970,275,720,950,155,275,520
5350375.01,0375.01 (5350375.01)   00000 (  3.1%),5525,4155,2600,1190,1415,480,1070,1370,175,235,955
5350375.02,0375.02 (5350375.02)   00000 (  1.4%),1670,1445,960,365,595,90,395,225,40,45,145
5350375.03,0375.03 (5350375.03)   00000 (  3.1%),4375,3545,2175,795,1380,395,975,830,180,265,385
5350375.04,0375.04 (5350375.04)   00000 (  1.3%),4545,3800,2325,805,1515,340,1140,745,245,320,175
5350375.05,0375.05 (5350375.05)   00000 (  5.0%),5815,4885,3140,1120,2015,390,1360,930,235,190,505
5350376.01,0376.01 (5350376.01)   00000 (  2.6%),4290,3530,1990,750,1235,415,1125,765,205,310,245
5350376.02,0376.02 (5350376.02)   00000 (  2.1%),4290,3540,2230,755,1480,355,955,755,245,300,210
5350376.04,0376.04 (5350376.04)   00000 (  6.3%),4420,3740,2505,1055,1450,285,950,675,185,170,315
5350376.05,0376.05 (5350376.05)   00000 (  1.9%),5955,4730,3150,1325,1825,365,1215,1225,305,595,325
5350376.06,0376.06 (5350376.06)   02000 ( 23.0%),320,170,130,120,10,20,20,145,5,5,135
5350376.08,0376.08 (5350376.08)   00000 (  2.3%),5380,4435,2870,1180,1695,350,1215,945,255,285,400
5350376.09,0376.09 (5350376.09)   00000 (  2.0%),4110,3385,2250,995,1255,290,840,730,220,230,275
5350376.11,0376.11 (5350376.11)   00000 (  2.0%),2810,2415,1300,410,895,275,845,395,110,175,110
5350376.12,0376.12 (5350376.12)   00000 (  2.2%),4730,3920,2600,1065,1530,260,1060,805,205,210,385
5350376.13,0376.13 (5350376.13)   00000 (  2.4%),3440,2895,1950,865,1090,210,730,540,160,125,260
5350376.14,0376.14 (5350376.14)   00000 (  1.9%),3205,2755,1845,660,1185,195,715,445,135,240,65
5350376.15,0376.15 (5350376.15)   00000 (  2.5%),3390,2760,1925,1130,795,205,625,630,160,140,330
5350376.16,0376.16 (5350376.16)   00000 (  7.8%),3060,2205,1580,570,1005,200,435,855,105,135,615
5350377.01,0377.01 (5350377.01)   00000 (  2.9%),7840,5935,4030,1780,2245,520,1385,1905,315,605,985
5350377.02,0377.02 (5350377.02)   00000 (  1.9%),3905,3330,2150,835,1315,225,955,575,175,205,200
5350377.03,0377.03 (5350377.03)   00000 (  1.9%),2455,2055,1345,515,830,150,560,405,125,180,95
5350377.04,0377.04 (5350377.04)   00000 (  1.7%),5090,4385,2830,1025,1810,325,1225,700,265,290,145
5350377.06,0377.06 (5350377.06)   00000 (  1.3%),3320,2695,1690,595,1095,225,785,625,170,380,75
5350377.07,0377.07 (5350377.07)   00000 (  4.7%),3910,3320,2115,765,1350,265,940,590,175,320,100
5350378.02,0378.02 (5350378.02)   00000 (  2.0%),2790,2235,1410,500,910,160,665,550,110,350,90
5350378.03,0378.03 (5350378.03)   00000 (  2.3%),6275,5205,3025,1000,2025,545,1640,1065,325,315,420
5350378.04,0378.04 (5350378.04)   00000 (  2.7%),4865,4150,2520,770,1755,365,1260,715,240,225,255
5350378.05,0378.05 (5350378.05)   00000 (  2.2%),3170,2710,1485,435,1050,350,880,465,185,120,155
5350378.06,0378.06 (5350378.06)   00000 (  2.3%),4915,4295,2455,620,1835,410,1430,615,250,200,165
5350378.07,0378.07 (5350378.07)   00000 (  4.3%),5860,4910,2975,1085,1890,455,1480,955,320,290,350
5350378.08,0378.08 (5350378.08)   00000 (  1.8%),5425,4660,2920,1020,1905,380,1360,765,275,215,270
5350378.11,0378.11 (5350378.11)   00000 (  2.7%),4685,3940,2350,625,1725,350,1240,740,255,230,255
5350378.12,0378.12 (5350378.12)   00000 (  3.1%),4195,3400,1790,605,1180,520,1090,795,185,150,455
5350378.14,0378.14 (5350378.14)   00000 (  2.6%),3215,2755,1705,520,1190,245,805,460,170,170,120
5350378.16,0378.16 (5350378.16)   00000 (  2.5%),5115,4345,2690,840,1850,345,1315,765,255,180,335
5350378.17,0378.17 (5350378.17)   00000 (  1.9%),2670,2395,1250,290,960,265,880,275,130,75,70
5350378.18,0378.18 (5350378.18)   00000 (  2.4%),2345,1890,1170,540,630,250,470,455,110,80,260
5350378.19,0378.19 (5350378.19)   00000 (  2.2%),4400,3860,2435,760,1680,265,1160,540,225,205,105
5350378.20,0378.20 (5350378.20)   00000 (  2.5%),1800,1525,1015,455,555,150,360,275,65,70,140
5350378.21,0378.21 (5350378.21)   00000 (  1.6%),3305,2835,1810,600,1210,215,810,470,185,230,55
5350378.22,0378.22 (5350378.22)   00000 (  1.4%),2985,2500,1600,625,975,195,705,490,170,270,40
5350378.23,0378.23 (5350378.23)   00000 (  2.3%),3645,3070,1960,820,1135,230,880,580,150,230,200
5350378.24,0378.24 (5350378.24)   00000 (  5.0%),5160,4215,2780,1145,1635,325,1115,950,230,185,525
5350378.25,0378.25 (5350378.25)   00000 (  1.6%),6280,5650,3585,775,2805,305,1760,635,395,165,75
5350378.26,0378.26 (5350378.26)   00000 (  1.9%),3910,3580,2250,540,1710,175,1155,330,230,65,40
5350378.27,0378.27 (5350378.27)   00000 (  1.9%),4620,4060,2525,580,1945,305,1230,565,290,135,140
5350378.28,0378.28 (5350378.28)   00000 (  2.0%),6020,5365,3015,840,2180,490,1865,655,335,155,170
5350400.02,0400.02 (5350400.02)   00000 (  1.7%),4995,4635,3175,1070,2105,180,1280,360,110,80,165
5350400.03,0400.03 (5350400.03)   00000 (  2.0%),2535,2310,1605,600,1005,85,620,230,95,35,100
5350400.04,0400.04 (5350400.04)   00000 (  2.0%),1620,1385,1015,405,605,70,300,235,40,30,160
5350400.06,0400.06 (5350400.06)   00000 (  2.6%),2550,2295,1585,630,955,135,575,260,80,50,130
5350400.07,0400.07 (5350400.07)   00000 (  4.0%),2720,2410,1740,755,985,115,555,300,65,40,200
5350400.08,0400.08 (5350400.08)   00000 (  2.6%),2470,1740,1275,695,580,135,325,730,65,95,575
5350400.11,0400.11 (5350400.11)   00000 (  1.5%),5305,4840,3025,840,2185,215,1600,470,220,150,90
5350400.12,0400.12 (5350400.12)   00000 (  1.7%),5950,5355,3490,1255,2235,310,1555,595,200,145,250
5350400.13,0400.13 (5350400.13)   00000 (  2.0%),5370,4840,3020,710,2310,255,1565,525,270,145,115
5350400.14,0400.14 (5350400.14)   00000 (  1.7%),5205,4585,2810,890,1925,305,1465,620,280,215,120
5350400.15,0400.15 (5350400.15)   00000 (  2.1%),3845,3445,2465,950,1515,145,830,400,105,75,215
5350400.16,0400.16 (5350400.16)   00000 (  1.1%),4430,4165,2760,735,2025,165,1245,260,140,55,70
5350400.17,0400.17 (5350400.17)   00000 (  2.2%),3840,3310,2090,550,1545,190,1025,530,215,205,105
5350400.18,0400.18 (5350400.18)   00000 (  1.6%),2120,1790,1115,365,750,145,530,330,120,125,85
5350400.19,0400.19 (5350400.19)   00000 (  4.0%),7300,6550,4725,1365,3360,430,1400,745,250,135,365
5350400.20,0400.20 (5350400.20)   00000 (  1.5%),3225,2925,2125,565,1565,130,670,300,160,70,65
5350400.21,0400.21 (5350400.21)   00000 (  1.6%),1610,1475,1085,300,780,75,315,135,70,30,35
5350400.22,0400.22 (5350400.22)   00000 (  1.5%),7275,6665,4670,1080,3590,270,1720,610,390,125,95
5350400.23,0400.23 (5350400.23)   00000 (  1.6%),6880,6295,4155,1015,3135,265,1875,585,340,155,95
5350401.04,0401.04 (5350401.04)   00000 (  2.0%),2930,2430,1585,605,980,160,685,495,170,235,100
5350401.05,0401.05 (5350401.05)   00000 (  4.3%),2150,1485,1035,565,470,180,270,670,50,105,510
5350401.06,0401.06 (5350401.06)   00000 (  1.9%),4220,3900,2605,875,1730,170,1120,320,155,60,100
5350401.07,0401.07 (5350401.07)   00000 (  3.8%),3315,2895,2015,730,1290,140,735,420,65,65,285
5350401.08,0401.08 (5350401.08)   00000 (  1.6%),2745,2560,1770,530,1245,110,675,190,65,30,95
5350401.09,0401.09 (5350401.09)   00000 (  2.0%),7285,6500,4285,1480,2805,385,1830,785,260,175,345
5350401.10,0401.10 (5350401.10)   00000 (  1.6%),4090,3765,2565,850,1720,150,1040,335,170,55,110
5350401.11,0401.11 (5350401.11)   00000 (  1.9%),5755,5145,3255,915,2345,275,1615,605,300,195,115
5350401.13,0401.13 (5350401.13)   00000 (  1.8%),5490,4610,2955,980,1975,330,1325,875,295,400,175
5350401.14,0401.14 (5350401.14)   00000 (  1.7%),6735,6290,4305,1450,2860,215,1770,445,235,105,105
5350401.15,0401.15 (5350401.15)   00000 (  1.9%),2425,1990,1455,690,760,100,435,435,75,50,310
5350401.17,0401.17 (5350401.17)   00000 (  2.5%),3110,2730,1730,645,1090,160,840,380,175,150,60
5350401.18,0401.18 (5350401.18)   00000 (  3.4%),5455,3790,2775,1570,1205,330,690,1665,185,270,1210
5350401.19,0401.19 (5350401.19)   00000 (  1.8%),5895,4900,3185,1260,1925,395,1315,990,310,470,215
5350401.20,0401.20 (5350401.20)   00000 (  1.5%),3795,3310,2100,660,1435,210,1000,485,190,225,65
5350401.21,0401.21 (5350401.21)   00000 (  1.6%),2520,2185,1330,415,915,170,690,330,150,135,45
5350401.22,0401.22 (5350401.22)   00000 (  2.4%),6920,6025,4145,1430,2720,355,1520,895,365,250,280
5350401.23,0401.23 (5350401.23)   00000 (  1.7%),1680,1500,970,345,630,90,445,180,85,55,35
5350402.01,0402.01 (5350402.01)   00000 (  2.3%),2115,1925,1340,540,800,120,470,185,60,35,90
5350402.02,0402.02 (5350402.02)   00000 (  3.5%),4745,3700,2630,1150,1475,250,820,1050,155,305,590
5350402.03,0402.03 (5350402.03)   00000 (  5.5%),2635,2190,1480,700,785,160,540,445,60,60,320
5350402.04,0402.04 (5350402.04)   00000 (  2.2%),4345,3865,2755,1125,1630,180,925,480,120,80,280
5350402.05,0402.05 (5350402.05)   00000 (  2.0%),1765,1600,1130,535,595,75,405,160,45,25,90
5350402.06,0402.06 (5350402.06)   00000 (  2.6%),5225,4235,2740,1150,1585,385,1115,990,160,200,630
5350402.07,0402.07 (5350402.07)   00000 (  1.2%),1750,1545,1095,460,635,105,355,200,45,35,115
5350402.08,0402.08 (5350402.08)   00000 (  2.4%),5465,4935,3550,1645,1900,225,1155,535,135,75,325
5350402.09,0402.09 (5350402.09)   00000 (  1.9%),3160,2660,1875,795,1075,175,610,500,75,75,350
5350402.10,0402.10 (5350402.10)   00000 (  2.3%),3085,2615,1830,735,1095,190,600,465,95,60,310
5350402.12,0402.12 (5350402.12)   00000 (  3.7%),5370,3865,2820,1635,1185,345,695,1510,195,215,1100
5350402.13,0402.13 (5350402.13)   00000 (  1.7%),4335,4070,2950,1220,1730,115,1000,265,125,55,85
5350403.01,0403.01 (5350403.01)   00000 (  2.0%),6565,6030,3735,1120,2615,340,1955,535,300,105,135
5350403.04,0403.04 (5350403.04)   00000 (  1.4%),3505,3230,2285,635,1655,140,800,280,140,65,80
5350403.05,0403.05 (5350403.05)   00000 (  2.3%),3225,2960,2180,670,1515,115,665,265,110,40,110
5350403.07,0403.07 (5350403.07)   00000 (  1.9%),9470,8575,6075,1630,4445,480,2010,900,435,195,270
5350403.09,0403.09 (5350403.09)   00000 (  1.8%),4175,3835,2535,600,1930,185,1120,340,200,70,70
5350403.10,0403.10 (5350403.10)   00000 (  1.5%),4460,4120,2820,700,2120,235,1070,335,170,65,100
5350403.11,0403.11 (5350403.11)   00000 (  1.7%),8290,7580,5385,1400,3990,370,1825,715,400,165,160
5350403.12,0403.12 (5350403.12)   00000 (  1.7%),7220,6630,4825,1275,3555,270,1540,595,330,115,145
5350403.13,0403.13 (5350403.13)   00000 (  1.9%),5115,4365,3210,1325,1885,235,925,755,200,95,460
5350403.14,0403.14 (5350403.14)   00000 (  2.0%),7880,7085,5000,1315,3685,360,1725,790,380,185,230
5350403.15,0403.15 (5350403.15)   00000 (  2.2%),9155,8280,6355,2015,4335,370,1555,875,385,150,340
5350403.16,0403.16 (5350403.16)   00000 (  2.0%),3225,2805,2055,725,1330,165,585,420,130,85,205
5350410.02,0410.02 (5350410.02)   00000 (  1.9%),3875,3375,2215,845,1375,205,950,495,175,145,175
5350410.03,0410.03 (5350410.03)   00000 (  2.3%),6075,5425,3670,1450,2215,235,1525,650,100,120,425
5350410.04,0410.04 (5350410.04)   00000 (  1.0%),3075,2820,1975,770,1205,120,725,260,80,55,130
5350410.05,0410.05 (5350410.05)   00000 (  1.4%),5310,4980,3145,915,2230,185,1650,330,85,90,155
5350410.07,0410.07 (5350410.07)   00000 (  2.2%),3145,2900,1895,635,1260,135,875,245,105,80,65
5350410.09,0410.09 (5350410.09)   00000 (  3.1%),4490,3470,2400,1210,1185,245,830,1025,160,235,625
5350410.10,0410.10 (5350410.10)   00000 (  2.5%),3515,3000,2180,1140,1040,140,675,515,65,75,375
5350410.11,0410.11 (5350410.11)   00000 (  1.8%),3125,2830,1820,550,1275,135,875,295,60,80,150
5350410.12,0410.12 (5350410.12)   00000 (  4.6%),5830,4060,3020,1955,1065,405,640,1770,80,135,1550
5350410.13,0410.13 (5350410.13)   00000 (  1.5%),5895,5535,3450,895,2555,190,1895,365,130,115,120
5350410.14,0410.14 (5350410.14)   00000 (  1.9%),5160,4735,3105,960,2140,215,1415,420,165,115,140
5350410.15,0410.15 (5350410.15)   00000 (  1.4%),1620,1440,895,370,525,115,430,180,70,40,65
5350411.01,0411.01 (5350411.01)   00000 (  3.0%),4735,4040,2695,1065,1630,265,1085,700,195,130,380
5350411.04,0411.04 (5350411.04)   00000 (  2.1%),4950,4480,2880,1010,1870,200,1400,470,155,60,255
5350411.07,0411.07 (5350411.07)   00000 (  1.8%),3730,3460,2165,665,1500,160,1135,270,85,35,145
5350411.08,0411.08 (5350411.08)   00000 (  4.2%),2060,1765,1220,470,745,90,455,300,75,55,170
5350411.09,0411.09 (5350411.09)   00000 (  1.4%),5140,4735,3205,875,2330,240,1290,405,175,105,125
5350411.12,0411.12 (5350411.12)   00000 (  1.5%),4615,4295,2685,640,2040,220,1395,315,150,55,115
5350411.15,0411.15 (5350411.15)   00000 (  2.4%),3590,3220,2110,765,1345,205,905,370,125,35,210
5350411.16,0411.16 (5350411.16)   00000 (  4.5%),4855,4460,3050,800,2250,205,1205,395,120,75,200
5350411.17,0411.17 (5350411.17)   00000 (  1.9%),5495,5100,3860,885,2970,170,1065,400,200,85,115
5350411.18,0411.18 (5350411.18)   00000 (  1.9%),8195,7555,5585,1365,4220,355,1610,645,315,160,170
5350411.19,0411.19 (5350411.19)   00000 (  2.1%),6085,5425,4125,880,3245,230,1075,660,175,185,295
5350411.21,0411.21 (5350411.21)   00000 (  2.3%),1945,1785,1120,235,885,120,550,155,90,40,30
5350411.22,0411.22 (5350411.22)   00000 (  2.1%),4605,4265,2635,680,1960,235,1395,335,155,65,120
5350411.23,0411.23 (5350411.23)   00000 (  2.3%),3915,2950,2040,875,1170,220,690,965,85,85,800
5350411.24,0411.24 (5350411.24)   00000 (  1.9%),5640,5160,3270,710,2560,305,1580,480,250,135,95
5350411.25,0411.25 (5350411.25)   00000 (  1.8%),2725,2495,1640,405,1235,130,730,230,110,65,50
5350411.26,0411.26 (5350411.26)   00000 (  2.1%),4165,3860,2555,520,2040,200,1105,305,125,60,125
5350411.27,0411.27 (5350411.27)   00000 (  2.3%),3325,3120,1980,425,1555,145,995,200,100,50,55
5350411.28,0411.28 (5350411.28)   00000 (  1.7%),3730,3470,2595,540,2055,130,745,265,100,85,75
5350411.29,0411.29 (5350411.29)   00000 (  1.8%),4015,3690,2670,630,2040,135,885,325,90,85,150
5350411.30,0411.30 (5350411.30)   00000 (  1.8%),5385,4975,3640,820,2825,235,1105,405,155,135,120
5350412.01,0412.01 (5350412.01)   00000 (  4.2%),5430,4670,3155,1385,1775,270,1240,760,195,90,475
5350412.02,0412.02 (5350412.02)   00000 (  4.6%),7495,5950,3950,1820,2130,495,1510,1540,185,180,1180
5350412.04,0412.04 (5350412.04)   00000 (  2.3%),3875,3560,2355,945,1410,170,1040,310,105,55,150
5350412.06,0412.06 (5350412.06)   00000 (  1.3%),3070,2785,1870,795,1075,155,760,285,85,55,150
5350412.08,0412.08 (5350412.08)   00000 (  2.3%),2315,2070,1450,710,745,100,520,250,90,30,125
5350412.10,0412.10 (5350412.10)   00000 (  2.2%),5120,4665,2990,1115,1875,255,1420,450,185,90,175
5350412.11,0412.11 (5350412.11)   00000 (  2.5%),3865,3610,2315,605,1710,175,1125,255,105,65,90
5350412.12,0412.12 (5350412.12)   00000 (  2.2%),3400,3025,1955,695,1260,225,840,375,125,75,170
5350412.13,0412.13 (5350412.13)   00000 (  2.3%),3610,3345,2285,985,1300,140,920,265,100,40,130
5350412.14,0412.14 (5350412.14)   00000 (  1.8%),2935,2825,1840,575,1265,65,915,110,45,15,55
5350412.15,0412.15 (5350412.15)   00000 (  3.4%),4630,4135,2835,1110,1720,170,1140,490,130,80,280
5350412.18,0412.18 (5350412.18)   00000 (  2.0%),6555,6200,4085,1385,2700,180,1935,355,170,60,130
5350412.19,0412.19 (5350412.19)   00000 (  1.4%),7470,6990,4595,1095,3500,365,2025,475,225,85,170
